region_id,date,num_businesses,restaurant_count,retail_count,industrial_activity_score
R001,2025-03-06,433,33,109,16.47728019118859
R001,2025-03-07,101,53,72,70.62888140390073
R001,2025-03-08,388,10,92,63.89556635343594
R001,2025-03-09,416,19,127,87.89489025953954
R001,2025-03-10,193,89,27,96.19247578160507
R001,2025-03-11,422,81,61,85.71975872245541
R002,2025-01-01,118,65,44,6.002179758827076
R002,2025-01-02,148,98,57,66.45134329822682
R002,2025-01-03,445,59,104,78.47324128640457
R002,2025-01-04,74,21,43,98.19287243501765
R002,2025-01-05,485,98,79,37.46612995126337
R002,2025-01-06,428,90,130,16.988158727114786
R002,2025-01-07,102,69,85,85.29330617972212
R002,2025-01-08,200,35,72,31.746674363255533
R002,2025-01-09,193,87,125,59.82018957938588
R002,2025-01-10,106,50,115,38.98947642129998
R002,2025-01-11,88,45,58,40.23262567586612
R002,2025-01-12,158,32,61,73.24644791774516
R002,2025-01-13,230,52,130,36.14751253399386
R002,2025-01-14,91,15,123,69.30751129704869
R002,2025-01-15,235,78,96,1.4328455452302102
R002,2025-01-16,472,52,27,32.464739000387596
R002,2025-01-17,447,34,45,31.904403135366266
R002,2025-01-18,272,27,62,74.8835285896717
R002,2025-01-19,171,71,129,31.455711602562786
R002,2025-01-20,182,22,119,63.3327132365083
R002,2025-01-21,212,52,82,68.85244021078648
R002,2025-01-22,264,87,68,65.84255441971152
R002,2025-01-23,270,37,134,60.329368104866454
R002,2025-01-24,284,27,84,41.36168493493947
R002,2025-01-25,380,68,90,37.33049776838104
R002,2025-01-26,195,69,26,56.45840583758896
R002,2025-01-27,288,72,99,6.370310248432631
R002,2025-01-28,125,66,86,87.58198420515261
R002,2025-01-29,58,60,120,82.53151430303431
R002,2025-01-30,123,65,114,34.63847170371896
R002,2025-01-31,491,36,106,56.68191233856312
R002,2025-02-01,450,41,110,93.22276981844632
R002,2025-02-02,302,18,122,27.163679741209666
R002,2025-02-03,279,93,145,74.24552676948534
R002,2025-02-04,56,77,132,8.273180732100515
R002,2025-02-05,223,55,23,52.33721474709711
R002,2025-02-06,190,76,107,88.39691294472976
R002,2025-02-07,217,35,22,55.17092841490735
R002,2025-02-08,219,17,110,61.62528268371014
R002,2025-02-09,442,15,22,90.76392933095441
R002,2025-02-10,483,89,100,71.53606400498028
R002,2025-02-11,332,33,113,69.58696802242656
R002,2025-02-12,171,57,145,58.63840220928984
R002,2025-02-13,243,54,132,63.29886141924184
R002,2025-02-14,54,22,119,80.37054240166172
R002,2025-02-15,78,78,72,97.92330832972443
R002,2025-02-16,214,34,106,79.53253540081879
R002,2025-02-17,471,29,108,70.75368316269962
R002,2025-02-18,388,91,73,13.554488361151485
R002,2025-02-19,185,91,39,81.70803874416931
R002,2025-02-20,414,75,132,73.5994367398703
R002,2025-02-21,370,83,68,77.04321954012339
R002,2025-02-22,391,54,48,23.10964782433119
R002,2025-02-23,194,56,67,90.34436965409277
R002,2025-02-24,376,72,32,9.728136834686218
R002,2025-02-25,266,85,22,25.361205569194656
R002,2025-02-26,350,86,21,66.30234383244017
R002,2025-02-27,181,64,35,67.37144638310151
R002,2025-02-28,341,84,113,31.332456630082483
R002,2025-03-01,119,28,121,70.15197771118147
R002,2025-03-02,301,44,64,38.79305376548721
R002,2025-03-03,464,62,90,0.017551585792330293
R002,2025-03-04,324,35,75,16.26061322873835
R002,2025-03-05,494,23,146,88.26182752181744
R002,2025-03-06,413,54,51,22.269401172941883
R002,2025-03-07,231,53,68,11.291033885887591
R002,2025-03-08,216,97,32,68.22006059331946
R002,2025-03-09,140,74,44,44.070644240973614
R002,2025-03-10,251,60,79,79.65909363976444
R002,2025-03-11,395,52,78,86.14449345657881
R003,2025-01-01,68,95,77,84.59888773872315
R003,2025-01-02,88,32,39,31.30092191968933
R003,2025-01-03,175,65,76,50.55459379681642
R003,2025-01-04,222,28,73,65.01417346469641
R003,2025-01-05,190,91,131,32.19830872841239
R003,2025-01-06,291,85,105,4.109931535301814
R003,2025-01-07,269,64,56,49.56643822969191
R003,2025-01-08,175,69,103,1.281833346559369
R003,2025-01-09,107,68,67,95.06456247259472
R003,2025-01-10,197,42,137,79.66836460730265
R003,2025-01-11,366,28,67,19.20097765235945
R003,2025-01-12,432,37,131,28.75717488919284
R003,2025-01-13,410,61,129,98.28385480194383
R003,2025-01-14,472,58,25,37.35485541413044
R003,2025-01-15,50,46,97,78.37223574338923
R003,2025-01-16,436,35,42,44.68154684192543
R003,2025-01-17,397,49,145,86.40959241006102
R003,2025-01-18,239,89,103,70.3753508161509
R003,2025-01-19,240,47,32,2.291005989115935
R003,2025-01-20,418,86,66,29.43898859392372
R003,2025-01-21,458,96,63,55.799231489345246
R003,2025-01-22,361,63,124,92.61740440697538
R003,2025-01-23,466,31,33,10.202989464149038
R003,2025-01-24,471,25,140,60.1162537711067
R003,2025-01-25,166,37,55,30.217673141265756
R003,2025-01-26,183,44,27,88.93277820194403
R003,2025-01-27,107,69,35,76.51696096585133
R003,2025-01-28,93,54,110,36.970272200928534
R003,2025-01-29,222,55,139,16.71031639086137
R003,2025-01-30,209,81,79,1.1497972397297773
R003,2025-01-31,222,64,29,62.113445067194874
R003,2025-02-01,366,95,50,40.61238076312438
R003,2025-02-02,352,94,40,31.475649286076912
R003,2025-02-03,198,35,100,98.55022916368355
R003,2025-02-04,129,94,52,46.614213556031515
R003,2025-02-05,423,34,50,74.98392836454242
R003,2025-02-06,262,74,55,17.741241725123626
R003,2025-02-07,252,15,87,1.3455257741813775
R003,2025-02-08,301,32,109,41.7562619448016
R003,2025-02-09,278,73,28,66.56648349426617
R003,2025-02-10,213,96,49,50.659869618345944
R003,2025-02-11,276,52,134,89.0466257624391
R003,2025-02-12,196,32,64,43.39793511871648
R003,2025-02-13,69,39,23,31.100281315309118
R003,2025-02-14,490,86,88,91.60486762076435
R003,2025-02-15,451,27,42,40.68022786343809
R003,2025-02-16,96,96,35,26.964786163961165
R003,2025-02-17,282,88,41,9.766107681008041
R003,2025-02-18,354,30,91,79.33097732158208
R003,2025-02-19,63,66,67,82.50914607978432
R003,2025-02-20,192,32,126,3.329778356517199
R003,2025-02-21,464,54,26,35.864559840152474
R003,2025-02-22,50,53,70,74.98764545979597
R003,2025-02-23,422,91,84,94.63818474880539
R003,2025-02-24,103,97,28,37.7818283844905
R003,2025-02-25,423,56,101,87.20534313794936
R003,2025-02-26,308,49,64,39.37204065321951
R003,2025-02-27,193,60,141,17.94946272426481
R003,2025-02-28,490,51,29,0.34461437768696923
R003,2025-03-01,61,16,92,33.018102315287976
R003,2025-03-02,379,59,67,37.84750507273715
R003,2025-03-03,273,57,106,94.51175288873361
R003,2025-03-04,321,93,130,20.60702524206228
R003,2025-03-05,407,15,35,38.22307080175047
R003,2025-03-06,457,18,72,2.515412982311316
R003,2025-03-07,205,66,59,76.35397350913864
R003,2025-03-08,422,40,119,91.51412362549867
R003,2025-03-09,57,30,39,23.78206472764919
R003,2025-03-10,171,99,88,42.89951106401645
R003,2025-03-11,397,49,64,12.211262136599398
R004,2025-01-01,213,54,25,45.68354303128908
R004,2025-01-02,139,86,58,13.334246364409541
R004,2025-01-03,185,58,121,52.33484944191521
R004,2025-01-04,235,96,149,73.46220404322331
R004,2025-01-05,365,29,126,55.33427748141682
R004,2025-01-06,227,26,58,24.521957838737595
R004,2025-01-07,77,37,137,35.37959854689051
R004,2025-01-08,269,50,101,63.85727377056324
R004,2025-01-09,406,75,73,58.97554177893252
R004,2025-01-10,90,34,129,13.677478812133348
R004,2025-01-11,277,67,31,84.49494735661027
R004,2025-01-12,241,50,129,47.51889122470154
R004,2025-01-13,460,15,57,16.236922452639302
R004,2025-01-14,496,84,26,12.282654257472924
R004,2025-01-15,194,47,97,96.55517746451302
R004,2025-01-16,250,15,84,28.1535111173546
R004,2025-01-17,466,54,121,90.85935879163759
R004,2025-01-18,261,84,120,41.05852987689389
R004,2025-01-19,269,23,63,38.59214304531903
R004,2025-01-20,289,75,50,70.0928969649432
R004,2025-01-21,462,49,96,0.9883287775461436
R004,2025-01-22,446,12,67,33.80895216303905
R004,2025-01-23,95,33,101,30.26457121918089
R004,2025-01-24,84,28,146,86.80980942840463
R004,2025-01-25,302,27,103,52.91235390207832
R004,2025-01-26,439,73,29,36.45701572242519
R004,2025-01-27,131,97,48,26.60793102997181
R004,2025-01-28,420,44,67,59.05098088106291
R004,2025-01-29,305,71,135,15.167314054336467
R004,2025-01-30,246,10,32,24.62047685087816
R004,2025-01-31,352,34,66,29.361216506474975
R004,2025-02-01,458,54,122,60.7908947606941
R004,2025-02-02,499,58,110,37.32549590164754
R004,2025-02-03,59,98,72,50.57833001200495
R004,2025-02-04,361,25,111,65.04382637665867
R004,2025-02-05,335,28,96,95.62716008076873
R004,2025-02-06,291,32,63,76.48373971027523
R004,2025-02-07,300,92,21,40.52567805721077
R004,2025-02-08,414,34,120,74.82753743972567
R004,2025-02-09,54,25,76,94.96941809192126
R004,2025-02-10,168,63,76,49.93805456541248
R004,2025-02-11,338,82,53,41.04969331228897
R004,2025-02-12,423,10,77,7.801869900073655
R004,2025-02-13,114,51,54,89.23703706508623
R004,2025-02-14,195,28,94,24.64342807936556
R004,2025-02-15,273,43,52,6.395789681913955
R004,2025-02-16,288,89,134,53.72034865910831
R004,2025-02-17,226,64,94,84.58996459615251
R004,2025-02-18,316,27,92,40.66350556230525
R004,2025-02-19,390,43,97,78.30674701590162
R004,2025-02-20,331,98,28,83.63960072839957
R004,2025-02-21,112,54,67,45.44035588198637
R004,2025-02-22,266,15,86,59.095506594047365
R004,2025-02-23,391,30,138,53.391229853894004
R004,2025-02-24,364,79,138,93.91958616345015
R004,2025-02-25,332,57,105,72.55056850917613
R004,2025-02-26,226,48,125,92.5342810770113
R004,2025-02-27,466,40,95,22.000997806197187
R004,2025-02-28,147,19,59,31.023685183267048
R004,2025-03-01,154,39,38,7.091347318006768
R004,2025-03-02,148,27,66,49.99079566958077
R004,2025-03-03,434,69,84,87.39236793859108
R004,2025-03-04,454,97,49,32.68466971307157
R004,2025-03-05,360,82,145,12.828210694933151
R004,2025-03-06,55,24,85,6.8446254929052985
R004,2025-03-07,246,13,24,44.750027252365456
R004,2025-03-08,400,72,112,16.402174462876328
R004,2025-03-09,182,49,116,34.61040288851035
R004,2025-03-10,407,18,113,81.99798080824368
R004,2025-03-11,308,18,125,38.404738275752436
R005,2025-01-01,486,35,104,60.987091825635574
R005,2025-01-02,72,13,77,50.21600558228149
R005,2025-01-03,102,90,98,71.85332929700363
R005,2025-01-04,214,25,27,15.616495898756877
R005,2025-01-05,251,24,31,92.04410364836187
R005,2025-01-06,132,61,113,64.36327975500353
R005,2025-01-07,194,78,110,27.095373158010727
R005,2025-01-08,134,14,52,12.325370813805902
R005,2025-01-09,127,29,119,14.972556414619032
R005,2025-01-10,415,88,34,78.26629268961081
R005,2025-01-11,50,27,133,58.811005331295796
R005,2025-01-12,100,11,148,38.07582907181833
R005,2025-01-13,222,22,30,33.290084618688
R005,2025-01-14,254,13,74,85.57580044005302
R005,2025-01-15,309,51,21,87.4762523781461
R005,2025-01-16,495,83,84,58.12620384192929
R005,2025-01-17,498,70,35,52.45440656650363
R005,2025-01-18,418,17,125,81.64480420765715
R005,2025-01-19,337,76,49,74.93351797943753
R005,2025-01-20,83,72,29,40.03251833277884
R005,2025-01-21,397,18,81,8.273868475085699
R005,2025-01-22,144,20,104,76.85001073627778
R005,2025-01-23,121,51,86,16.870102894024374
R005,2025-01-24,88,22,60,1.6376906478478337
R005,2025-01-25,203,45,37,84.33026752039908
R005,2025-01-26,299,22,77,57.825384533671865
R005,2025-01-27,211,21,79,89.16660355357584
R005,2025-01-28,487,46,107,48.4588083197618
R005,2025-01-29,167,83,46,92.6481100711403
R005,2025-01-30,308,82,87,35.39717479788638
R005,2025-01-31,428,61,41,72.45220023342928
R005,2025-02-01,355,80,59,30.09865092617835
R005,2025-02-02,317,11,128,0.11636643279784309
R005,2025-02-03,498,65,93,37.974453454895674
R005,2025-02-04,103,69,85,73.77655131092388
R005,2025-02-05,285,32,25,15.002417944651391
R005,2025-02-06,438,49,131,50.48020332073931
R005,2025-02-07,271,73,37,21.2321484850715
R005,2025-02-08,300,94,100,7.46241214191029
R005,2025-02-09,362,32,121,61.74519819443163
R005,2025-02-10,450,38,129,95.1967622303403
R005,2025-02-11,161,87,49,31.07042187179171
R005,2025-02-12,304,99,141,58.064580035995036
R005,2025-02-13,352,60,81,95.36033677507945
R005,2025-02-14,456,78,139,65.04833499946875
R005,2025-02-15,256,98,126,67.31133023099542
R005,2025-02-16,278,40,95,17.892851156083587
R005,2025-02-17,390,59,28,49.26096788528267
R005,2025-02-18,447,29,58,36.708274708724666
R005,2025-02-19,115,64,43,47.095685239103005
R005,2025-02-20,124,90,144,80.08265764418772
R005,2025-02-21,484,11,137,46.06989877460983
R005,2025-02-22,152,34,53,6.285067825783508
R005,2025-02-23,471,22,80,90.5541661150863
R005,2025-02-24,241,79,98,54.481588745197065
R005,2025-02-25,301,76,69,92.4494358530292
R005,2025-02-26,275,67,70,57.23545120276244
R005,2025-02-27,343,91,71,6.963631597506059
R005,2025-02-28,355,84,141,55.28693935257712
R005,2025-03-01,147,93,27,57.57389324926806
R005,2025-03-02,387,73,132,21.433987934297562
R005,2025-03-03,335,78,64,47.10290841043767
R005,2025-03-04,384,92,107,45.94415118736514
R005,2025-03-05,396,95,47,62.28761490206036
R005,2025-03-06,484,68,138,25.96140986739204
R005,2025-03-07,496,69,126,58.17484179481938
R005,2025-03-08,357,92,46,24.09520426369428
R005,2025-03-09,298,71,100,44.644527220390664
R005,2025-03-10,215,25,120,12.270569933730702
R005,2025-03-11,384,97,81,3.7300547861478184
R006,2025-01-01,79,77,81,32.05873059917339
R006,2025-01-02,296,24,45,27.457175064974148
R006,2025-01-03,155,98,140,40.69359120313467
R006,2025-01-04,100,64,43,96.19826200003398
R006,2025-01-05,130,44,58,52.22292947703284
R006,2025-01-06,182,64,143,55.31767061367565
R006,2025-01-07,334,23,40,94.16010387873742
R006,2025-01-08,437,58,113,92.1147137591833
R006,2025-01-09,187,92,134,88.41119539004178
R006,2025-01-10,233,16,140,9.799474202971304
R006,2025-01-11,450,39,32,63.42974105203304
R006,2025-01-12,379,92,38,80.80989804935118
R006,2025-01-13,322,58,100,83.55746895770949
R006,2025-01-14,389,98,142,57.79071425018961
R006,2025-01-15,118,25,87,1.7495547486169105
R006,2025-01-16,83,60,38,97.3712901641735
R006,2025-01-17,311,81,83,47.21967027581214
R006,2025-01-18,102,91,120,39.359589527359816
R006,2025-01-19,499,89,85,39.494871367726304
R006,2025-01-20,254,92,85,42.415088005826654
R006,2025-01-21,175,51,94,24.2180718172753
R006,2025-01-22,284,26,64,32.73336257498298
R006,2025-01-23,92,72,106,98.53576097747391
R006,2025-01-24,289,54,86,36.81680002560942
R006,2025-01-25,420,86,22,52.6725016473789
R006,2025-01-26,160,16,43,84.82942659752185
R006,2025-01-27,298,36,107,52.74278111088635
R006,2025-01-28,200,19,36,32.44534216181676
R006,2025-01-29,232,43,59,52.375097691853014
R006,2025-01-30,385,45,25,11.408631043909745
R006,2025-01-31,144,34,138,13.000695523276985
R006,2025-02-01,423,15,139,69.41075322306689
R006,2025-02-02,449,33,54,91.74606572597457
R006,2025-02-03,57,27,132,72.56781334885183
R006,2025-02-04,437,96,48,7.461324065735719
R006,2025-02-05,409,15,26,40.28956110310057
R006,2025-02-06,437,38,72,0.25535882680637334
R006,2025-02-07,233,34,42,51.12067433256329
R006,2025-02-08,330,64,116,19.32044848818514
R006,2025-02-09,244,90,95,86.81466487286566
R006,2025-02-10,401,55,29,10.43350528690824
R006,2025-02-11,244,33,136,0.1433398647030404
R006,2025-02-12,204,84,43,45.11460431137604
R006,2025-02-13,142,35,58,15.543330392573917
R006,2025-02-14,209,37,85,73.79863822751616
R006,2025-02-15,483,12,25,91.9934731781395
R006,2025-02-16,110,84,40,4.193801430256716
R006,2025-02-17,171,47,92,39.55821119160967
R006,2025-02-18,100,70,93,99.68149760709497
R006,2025-02-19,452,87,55,73.26719700006686
R006,2025-02-20,326,60,63,95.31876437058071
R006,2025-02-21,54,99,110,16.408328521615555
R006,2025-02-22,141,57,79,22.136855949195354
R006,2025-02-23,219,30,112,15.481124059682594
R006,2025-02-24,366,63,102,30.236903377593826
R006,2025-02-25,71,65,102,72.43840683290519
R006,2025-02-26,454,68,96,16.49466607581882
R006,2025-02-27,375,81,45,52.42340378832885
R006,2025-02-28,50,60,40,26.920991911439806
R006,2025-03-01,182,29,139,82.91957791369154
R006,2025-03-02,282,95,149,0.6592405338939011
R006,2025-03-03,61,68,127,22.31149585386668
R006,2025-03-04,395,80,46,60.5240757572182
R006,2025-03-05,95,18,90,9.671050197384258
R006,2025-03-06,83,10,69,46.63122159459896
R006,2025-03-07,482,38,114,43.62072964823697
R006,2025-03-08,127,72,42,85.25230068217637
R006,2025-03-09,267,81,100,62.53971931668133
R006,2025-03-10,350,65,39,63.97020621591027
R006,2025-03-11,460,77,143,95.18076017891659
R007,2025-01-01,122,44,32,98.2360375323375
R007,2025-01-02,331,12,22,65.33947321528386
R007,2025-01-03,298,16,148,52.20014501520542
R007,2025-01-04,96,36,109,60.79200584648798
R007,2025-01-05,170,10,54,38.244370505416036
R007,2025-01-06,263,89,33,98.74566169600773
R007,2025-01-07,288,80,69,70.50212594968588
R007,2025-01-08,105,53,97,29.100679437916465
R007,2025-01-09,399,96,22,5.776629897206842
R007,2025-01-10,156,50,59,4.472192915196782
R007,2025-01-11,368,84,70,20.491298052653917
R007,2025-01-12,97,51,20,23.291305425311158
R007,2025-01-13,110,42,123,41.50454939539002
R007,2025-01-14,386,59,136,21.484601163625385
R007,2025-01-15,75,72,135,63.09104308617446
R007,2025-01-16,341,46,71,21.12547308105818
R007,2025-01-17,306,68,139,18.787653894114598
R007,2025-01-18,57,90,105,47.12369928003699
R007,2025-01-19,162,57,65,88.86685993238189
R007,2025-01-20,404,14,95,46.83054873786342
R007,2025-01-21,302,57,29,41.3848744572167
R007,2025-01-22,229,12,80,57.80949074597088
R007,2025-01-23,256,56,37,25.721367875162848
R007,2025-01-24,352,71,105,35.343655449043446
R007,2025-01-25,176,23,147,21.383525566713057
R007,2025-01-26,105,72,123,57.18099946076837
R007,2025-01-27,263,70,120,69.73875615692154
R007,2025-01-28,63,40,25,67.36986409905718
R007,2025-01-29,77,26,104,25.481781796476177
R007,2025-01-30,127,33,70,77.9648205747967
R007,2025-01-31,265,32,55,25.595366524993025
R007,2025-02-01,435,91,90,15.031155126776296
R007,2025-02-02,414,59,119,34.98087486871944
R007,2025-02-03,203,87,44,59.774408917088294
R007,2025-02-04,63,88,63,14.2001818804398
R007,2025-02-05,236,88,33,64.80871121084563
R007,2025-02-06,361,79,48,86.3067996253491
R007,2025-02-07,420,36,93,29.314051025807053
R007,2025-02-08,56,24,69,45.02066161151195
R007,2025-02-09,52,59,24,22.831042562517812
R007,2025-02-10,160,45,129,36.12617290703949
R007,2025-02-11,456,17,141,2.1970570802507416
R007,2025-02-12,287,88,107,95.3769396212827
R007,2025-02-13,412,12,76,41.58902132121951
R007,2025-02-14,288,71,45,78.88701098180803
R007,2025-02-15,323,56,25,14.264343735650964
R007,2025-02-16,343,86,79,81.23550441003988
R007,2025-02-17,276,97,119,86.0147310962201
R007,2025-02-18,420,70,31,71.54771286876792
R007,2025-02-19,64,41,94,90.32083249834054
R007,2025-02-20,241,22,22,16.719712946813637
R007,2025-02-21,168,10,82,47.648182878862
R007,2025-02-22,77,43,38,62.01095320161573
R007,2025-02-23,251,71,37,59.61929706974873
R007,2025-02-24,88,88,99,86.10409345262981
R007,2025-02-25,490,87,92,21.569136797288568
R007,2025-02-26,322,91,145,17.56438325388664
R007,2025-02-27,280,80,91,25.337859485795143
R007,2025-02-28,135,40,57,89.15500494128707
R007,2025-03-01,175,73,87,94.10270826575747
R007,2025-03-02,349,34,99,56.96301042699973
R007,2025-03-03,74,47,61,50.13719345705198
R007,2025-03-04,194,23,83,60.53856080126564
R007,2025-03-05,62,17,97,61.630764984669405
R007,2025-03-06,261,63,146,17.03047049434958
R007,2025-03-07,74,11,124,68.64108816231303
R007,2025-03-08,117,90,95,45.23511023484256
R007,2025-03-09,443,87,149,51.73819588480452
R007,2025-03-10,116,98,141,3.0316604335155484
R007,2025-03-11,282,65,63,76.45566325310304
R008,2025-01-01,158,93,121,83.54279612678818
R008,2025-01-02,195,94,81,61.942155393454655
R008,2025-01-03,160,70,20,74.87236352966626
R008,2025-01-04,277,31,36,52.27060031721019
R008,2025-01-05,160,44,35,61.83533789785556
R008,2025-01-06,83,25,28,39.45716984632386
R008,2025-01-07,160,59,78,79.18742650625126
R008,2025-01-08,313,52,138,46.82709302644926
R008,2025-01-09,473,26,138,68.02129044188825
R008,2025-01-10,418,89,60,62.142937861950465
R008,2025-01-11,285,67,85,70.23145183857497
R008,2025-01-12,132,11,94,78.52158751252233
R008,2025-01-13,91,13,30,51.271348159299514
R008,2025-01-14,474,94,27,81.30659492556687
R008,2025-01-15,150,48,118,49.7257237271609
R008,2025-01-16,55,15,91,95.66343228639369
R008,2025-01-17,229,90,132,75.26717486147942
R008,2025-01-18,331,98,126,17.114164974606418
R008,2025-01-19,369,78,53,82.95844713634312
R008,2025-01-20,275,78,76,55.15876608066341
R008,2025-01-21,492,29,136,98.44609579738653
R008,2025-01-22,489,73,139,71.88190436735273
R008,2025-01-23,364,25,90,8.439074657019107
R008,2025-01-24,414,60,59,39.49604276103488
R008,2025-01-25,278,46,122,51.72754026732665
R008,2025-01-26,426,82,143,83.90136031598018
R008,2025-01-27,338,78,142,72.93455343297727
R008,2025-01-28,486,51,119,36.93600706116389
R008,2025-01-29,199,66,77,65.3432687502629
R008,2025-01-30,326,75,128,57.69109078983793
R008,2025-01-31,247,18,140,12.605260895240688
R008,2025-02-01,119,95,111,23.485869299860052
R008,2025-02-02,161,73,69,34.11223127143144
R008,2025-02-03,53,95,124,19.548340636350293
R008,2025-02-04,399,31,136,15.013384583002553
R008,2025-02-05,380,43,46,5.819777013028704
R008,2025-02-06,495,64,51,87.31025656089301
R008,2025-02-07,367,38,20,28.894341796485367
R008,2025-02-08,399,47,36,29.032060393356616
R008,2025-02-09,144,27,103,20.622813743015545
R008,2025-02-10,201,80,64,47.5397371863883
R008,2025-02-11,360,74,85,51.42419679223724
R008,2025-02-12,186,10,51,20.828135862508002
R008,2025-02-13,296,97,64,60.85703378636506
R008,2025-02-14,436,13,28,72.29999595937491
R008,2025-02-15,292,13,49,37.38400859654519
R008,2025-02-16,80,91,103,58.54516968574387
R008,2025-02-17,89,36,79,50.23019051644463
R008,2025-02-18,278,52,20,19.554839835610217
R008,2025-02-19,85,68,24,73.00109887745778
R008,2025-02-20,457,41,82,80.14530278240474
R008,2025-02-21,272,42,84,64.87931155871675
R008,2025-02-22,55,37,97,32.38960277710513
R008,2025-02-23,371,64,133,92.67924944093012
R008,2025-02-24,269,69,44,45.535838799512426
R008,2025-02-25,124,79,62,26.587848538509785
R008,2025-02-26,53,71,76,40.82346208219565
R008,2025-02-27,384,89,91,69.20750919082099
R008,2025-02-28,183,43,46,84.59317856592492
R008,2025-03-01,167,96,147,35.65754992828726
R008,2025-03-02,418,97,125,23.26244460093747
R008,2025-03-03,143,65,90,62.64931318352048
R008,2025-03-04,484,22,86,92.12151001062855
R008,2025-03-05,111,65,109,18.32933635594216
R008,2025-03-06,490,27,23,80.30193822993665
R008,2025-03-07,243,63,125,47.660718148748416
R008,2025-03-08,384,86,98,79.95125039620918
R008,2025-03-09,252,52,115,50.55411497732909
R008,2025-03-10,441,48,112,37.73277743022193
R008,2025-03-11,75,70,93,69.67410002096508
R009,2025-01-01,484,51,145,90.06272945948973
R009,2025-01-02,222,90,35,32.02517303701811
R009,2025-01-03,349,88,135,46.074813499437184
R009,2025-01-04,182,27,37,22.94006266965225
R009,2025-01-05,375,32,35,18.340946361735078
R009,2025-01-06,459,63,149,77.78901423921751
R009,2025-01-07,167,39,75,20.066411668844243
R009,2025-01-08,373,67,98,79.33181713344499
R009,2025-01-09,324,77,122,42.92170518402645
R009,2025-01-10,261,76,47,99.50487234077158
R009,2025-01-11,274,80,24,19.734141819128926
R009,2025-01-12,69,27,125,9.297799251282601
R009,2025-01-13,162,16,41,7.543306960349561
R009,2025-01-14,189,49,136,83.54180047242006
R009,2025-01-15,96,79,119,43.77763110583434
R009,2025-01-16,50,95,32,0.3124349647371627
R009,2025-01-17,139,74,84,87.4771362503336
R009,2025-01-18,191,77,105,87.69210069103045
R009,2025-01-19,369,58,83,80.64166740187909
